creature_random_myth_beast_fiend

YES_RANDOM_DEMON!OBJECT:CREATURE]


[CREATURE:BOAR_FIEND_CLOCK]
	[DESCRIPTION:A huge two-tailed pig-like monster twisted into humanoid shape. Its skin is colored dark peach. This evil creature has hooves, dark peach hair, and tusks. It is a sapient creature. It roams the Underworld. It smells of brimstone. It has good skills in weaponry and evasive arts. Beware its fire! It is unaging. Its parts are worth four times as much as those of normal creatures. It is associated with crafts, wisdom, and chaos.]
	[NATURAL_SKILL:BITE:9]
	[NATURAL_SKILL:DAGGER:9]
	[NATURAL_SKILL:DODGING:9]
	[NATURAL_SKILL:GRASP_STRIKE:9]
	[NATURAL_SKILL:HAMMER:9]
	[NATURAL_SKILL:MACE:9]
	[NATURAL_SKILL:PIKE:9]
	[NATURAL_SKILL:SITUATIONAL_AWARENESS:9]
	[NATURAL_SKILL:SNEAK:9]
	[NATURAL_SKILL:SPEAR:9]
	[NATURAL_SKILL:STANCE_STRIKE:9]
	[NATURAL_SKILL:SWORD:9]
	[NATURAL_SKILL:WHIP:9]
	[TRAPAVOID]
	[WEBIMMUNE]
	[EXTRAVISION]
	[CHILD:1]
	[GENERAL_CHILD_NAME:boar zecalo of clocks:boar zecalos of clocks:boar zecalo of clocks]
	[HOMEOTHERM:10068]
	[ALL_ACTIVE]
	[PREFSTRING:clocks]
	[PREFSTRING:domestic character]
	[PREFSTRING:artificial character]
	[CREATURE_CLASS:ALL_CREATURES] [BODY:HUMANOID_NECK_HOOF:5FINGERS:KO_RCS_2TAILS:MOUTH:GENERIC_TEETH:2TUSKS:NOSE:2EYES:2EARS:2LUNGS:HEART:GUTS:TONGUE:ORGANS:THROAT:NECK:SPINE:BRAIN:SKULL:RIBCAGE]
	[BODY_SIZE:0:0:302400]
	[BODY_SIZE:1:0:604800]
	[BODY_SIZE:12:0:1512000]
	[BODY_APPEARANCE_MODIFIER:HEIGHT:90:95:98:100:102:105:110]
	[BODY_APPEARANCE_MODIFIER:BROADNESS:90:95:98:100:102:105:110]
	[BODY_DETAIL_PLAN:STANDARD_MATERIALS]
	[SELECT_MATERIAL:SKIN]
	[STATE_COLOR:ALL:DARK_PEACH]
	[DISPLAY_COLOR:7:0:1]
	[SELECT_MATERIAL:HAIR]
	[STATE_COLOR:ALL:DARK_PEACH]
	[DISPLAY_COLOR:7:0:1]
	[USE_MATERIAL_TEMPLATE:HOOF:HOOF_TEMPLATE]
	[USE_MATERIAL_TEMPLATE:NAIL:NAIL_TEMPLATE]
	[USE_MATERIAL_TEMPLATE:IVORY:TOOTH_TEMPLATE]
		[STATE_NAME:ALL_SOLID:ivory]
		[STATE_ADJ:ALL_SOLID:ivory]
	[BODY_DETAIL_PLAN:STANDARD_TISSUES]
	[USE_TISSUE_TEMPLATE:HAIR:HAIR_TEMPLATE]
	[USE_TISSUE_TEMPLATE:HOOF:HOOF_TEMPLATE]
	[USE_TISSUE_TEMPLATE:NAIL:NAIL_TEMPLATE]
	[TISSUE_LAYER:BY_CATEGORY:FINGER:NAIL:FRONT]
	[USE_TISSUE_TEMPLATE:IVORY:IVORY_TEMPLATE]
	[TISSUE_NAME:ivory:NP]
	[BODY_DETAIL_PLAN:VERTEBRATE_TISSUE_LAYERS:SKIN:FAT:MUSCLE:BONE:CARTILAGE]
	[BODY_DETAIL_PLAN:BODY_HAIR_TISSUE_LAYERS:HAIR]
	[SELECT_TISSUE_LAYER:HEART:BY_CATEGORY:HEART]
	[PLUS_TISSUE_LAYER:SKIN:BY_CATEGORY:THROAT]
	[TL_MAJOR_ARTERIES]
	[BODY_DETAIL_PLAN:STANDARD_HEAD_POSITIONS]
	[BODY_DETAIL_PLAN:HUMANOID_RIBCAGE_POSITIONS]
	[USE_MATERIAL_TEMPLATE:SINEW:SINEW_TEMPLATE]
	[TENDONS:LOCAL_CREATURE_MAT:SINEW:200]
	[LIGAMENTS:LOCAL_CREATURE_MAT:SINEW:200]
	[HAS_NERVES]
	[USE_MATERIAL_TEMPLATE:BLOOD:BLOOD_TEMPLATE]
	YES_STANDARD_BLOOD[BLOOD:CREATURE_MAT:ANIMAL_BLOOD:BLOOD:LIQUID]
	[CREATURE_CLASS:GENERAL_POISON]
	[GETS_WOUND_INFECTIONS]
	[GETS_INFECTIONS_FROM_ROT]
	[USE_MATERIAL_TEMPLATE:PUS:PUS_TEMPLATE]
	[PUS:LOCAL_CREATURE_MAT:PUS:LIQUID]
	[NOPAIN]
	[NOSTUN]
	[NONAUSEA]
	[NOFEAR]
	[NOEXERT]
	[NO_DIZZINESS]
	[NO_FEVERS]
	[SET_TL_GROUP:BY_CATEGORY:ALL:HAIR]
	[TL_COLOR_MODIFIER:DARK_PEACH:1]
	[TLCM_NOUN:hair:SINGULAR]
	[SET_TL_GROUP:BY_CATEGORY:ALL:SKIN]
	[TL_COLOR_MODIFIER:DARK_PEACH:1]
	[TLCM_NOUN:skin:SINGULAR]
	[SET_TL_GROUP:BY_CATEGORY:ALL:EYE]
	[TL_COLOR_MODIFIER:BLACK:1]
	[TLCM_NOUN:eyes:PLURAL]
	[ODOR_LEVEL:90]
	[ODOR_STRING:brimstone]
	[SELECT_CASTE:FEMALE]
		[MULTIPLE_LITTER_RARE]
	[SELECT_CASTE:ALL]
	[SELECT_MATERIAL:ALL]
	[HEATDAM_POINT:NONE]
	[MELTING_POINT:NONE]
	[BOILING_POINT:NONE]
	[IGNITE_POINT:NONE]
	[MULTIPLY_VALUE:4]
	[SELECT_MATERIAL:BLOOD]
	[PLUS_MATERIAL:PUS]
	[PLUS_MATERIAL:VENOM]
	[MELTING_POINT:10000]
	[ATTACK:HOOF_KICK:BODYPART:BY_CATEGORY:HOOF]
		[ATTACK_SKILL:STANCE_STRIKE]
		[ATTACK_VERB:kick:kicks]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:4:4]
		[ATTACK_PRIORITY:MAIN]
		[ATTACK_FLAG_WITH]
		[ATTACK_FLAG_BAD_MULTIATTACK]
	[ATTACK:PUNCH:BODYPART:BY_CATEGORY:HAND]
		[ATTACK_SKILL:GRASP_STRIKE]
		[ATTACK_VERB:punch:punches]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_PRIORITY:MAIN]
	[ATTACK:LESSER_BITE:CHILD_BODYPART_GROUP:BY_CATEGORY:HEAD:BY_CATEGORY:TOOTH]
		[ATTACK_SKILL:BITE]
		[ATTACK_VERB:bite:bites]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PENETRATION_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_PRIORITY:SECOND]
		[ATTACK_FLAG_EDGE]
		[ATTACK_FLAG_CANLATCH]
	[ATTACK:HAND_SCRATCH:CHILD_TISSUE_LAYER_GROUP:BY_TYPE:GRASP:BY_CATEGORY:FINGER:NAIL]
		[ATTACK_SKILL:GRASP_STRIKE]
		[ATTACK_VERB:scratch:scratches]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PENETRATION_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_PRIORITY:SECOND]
		[ATTACK_FLAG_EDGE]
	[ATTACK:TUSK_GORE:BODYPART:BY_CATEGORY:TUSK]
		[ATTACK_SKILL:BITE]
		[ATTACK_VERB:gore:gores]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_PRIORITY:MAIN]
		[ATTACK_FLAG_WITH]
	[PHYS_ATT_RANGE:AGILITY:450:950:1150:1250:1350:1550:2250]
	[PHYS_ATT_RANGE:TOUGHNESS:450:950:1150:1250:1350:1550:2250]
	[PHYS_ATT_RANGE:ENDURANCE:450:950:1150:1250:1350:1550:2250]
	[PHYS_ATT_RANGE:DISEASE_RESISTANCE:700:1200:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:ANALYTICAL_ABILITY:5000:5000:5000:5000:5000:5000:5000]
	[MENT_ATT_RANGE:FOCUS:700:1200:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:WILLPOWER:700:1200:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:INTUITION:450:950:1150:1250:1350:1550:2250]
	[MENT_ATT_RANGE:PATIENCE:450:950:1150:1250:1350:1550:2250]
	[MENT_ATT_RANGE:MEMORY:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:LINGUISTIC_ABILITY:700:1200:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:SPATIAL_SENSE:150:600:800:900:1000:1100:1500]
	[MENT_ATT_RANGE:KINESTHETIC_SENSE:150:600:800:900:1000:1100:1500]
	[MENT_ATT_RANGE:SOCIAL_AWARENESS:5000:5000:5000:5000:5000:5000:5000]
	[PERSONALITY:LOVE_PROPENSITY:0:55:100]
	[PERSONALITY:HATE_PROPENSITY:0:55:100]
	[PERSONALITY:CHEER_PROPENSITY:0:0:0]
	[PERSONALITY:DEPRESSION_PROPENSITY:0:0:0]
	[PERSONALITY:ANXIETY_PROPENSITY:0:0:0]
	[PERSONALITY:LUST_PROPENSITY:0:45:100]
	[PERSONALITY:STRESS_VULNERABILITY:0:0:0]
	[PERSONALITY:IMMODERATION:0:55:100]
	[PERSONALITY:PERSEVERENCE:0:55:100]
	[PERSONALITY:WASTEFULNESS:0:45:100]
	[PERSONALITY:FRIENDLINESS:0:5:10]
	[PERSONALITY:DISDAIN_ADVICE:70:85:100]
	[PERSONALITY:CONFIDENCE:0:55:100]
	[PERSONALITY:VANITY:0:40:100]
	[PERSONALITY:AMBITION:0:55:100]
	[PERSONALITY:GRATITUDE:0:0:0]
	[PERSONALITY:PRIDE:80:90:100]
	[PERSONALITY:CRUELTY:100:100:100]
	[PERSONALITY:SINGLEMINDED:40:70:100]
	[PERSONALITY:CURIOUS:0:55:100]
	[PERSONALITY:BASHFUL:0:5:10]
	[PERSONALITY:PRIVACY:0:45:100]
	[PERSONALITY:CLOSEMINDED:0:45:100]
	[PERSONALITY:SWAYED_BY_EMOTIONS:0:0:0]
	[PERSONALITY:ALTRUISM:0:0:0]
	[PERSONALITY:DUTIFULNESS:0:55:100]
	[PERSONALITY:THOUGHTLESSNESS:0:35:100]
	[PERSONALITY:ORDERLINESS:0:55:100]
	[PERSONALITY:TRUST:0:5:10]
	[PERSONALITY:GREGARIOUSNESS:0:45:100]
	[PERSONALITY:ASSERTIVENESS:100:100:100]
	[PERSONALITY:ACTIVITY_LEVEL:0:45:100]
	[PERSONALITY:EXCITEMENT_SEEKING:0:45:100]
	[PERSONALITY:IMAGINATION:0:55:100]
	[PERSONALITY:ABSTRACT_INCLINED:0:60:100]

[CREATURE:KANGAROO_FIEND_SERPENT]
	[DESCRIPTION:A huge and swift three-tailed kangaroo-like monster twisted into humanoid shape. Its skin is colored light brown. This evil creature has deer-like antlers and light brown hair. It is a sapient creature. It dwells in the Underworld. It smells of brimstone. It has good skills in the evasive arts. Its attacks are very powerful. It attacks with a dread venom. It is unaging. Its parts are worth four times as much as those of normal creatures. It is associated with animals, nature, and deformity.]
	[NAME:serpent kangaroo hinta:serpent kangaroo hintas:serpent kangaroo hinta]
	[CASTE_NAME:serpent kangaroo hinta:serpent kangaroo hintas:serpent kangaroo hinta]
	[CREATURE_TILE:38]
	[COLOR:6:0:0]
	[FANCIFUL]
	[INTELLIGENT]
	[FIREIMMUNE]
	[FIREIMMUNE_SUPER]
	[LARGE_PREDATOR]
	[NO_EAT]
	[NO_DRINK]
	[SUPERNATURAL]
	[CASTE:FEMALE]
	[FEMALE]
	[CASTE:MALE]
	[MALE]
	[SELECT_CASTE:ALL]
	[EVIL]
	[LARGE_ROAMING]
	[FREQUENCY:50]
	[BIOME:SUBTERRANEAN_CHASM]
	[UNDERGROUND_DEPTH:5:5]
	[POPULATION_NUMBER:17:34]
	[CLUSTER_NUMBER:4:8]
	[DIFFICULTY:4]
	[SPHERE:ANIMALS]
	[SPHERE:NATURE]
	[SPHERE:DEFORMITY]
	[SWIMS_LEARNED]
	[APPLY_CREATURE_VARIATION:STANDARD_BIPED_GAITS:900:585:390:195:1900:2900]
	[APPLY_CREATURE_VARIATION:STANDARD_SWIMMING_GAITS:4122:3330:2541:975:5411:7233]
	[APPLY_CREATURE_VARIATION:STANDARD_CRAWLING_GAITS:7780:7508:7254:2925:8478:9233]
	[APPLY_CREATURE_VARIATION:STANDARD_CLIMBING_GAITS:4122:3330:2541:975:5411:7233]
	[PETVALUE:2200]
	[NATURAL_SKILL:BITE:9]
	[NATURAL_SKILL:DODGING:9]
	[NATURAL_SKILL:GRASP_STRIKE:9]
	[NATURAL_SKILL:SITUATIONAL_AWARENESS:9]
	[NATURAL_SKILL:SNEAK:9]
	[NATURAL_SKILL:STANCE_STRIKE:9]
	[TRAPAVOID]
	[WEBIMMUNE]
	[EXTRAVISION]
	[CHILD:1]
	[GENERAL_CHILD_NAME:serpent kangaroo hinta:serpent kangaroo hintas:serpent kangaroo hinta]
	[HOMEOTHERM:10068]
	[ALL_ACTIVE]
	[PREFSTRING:serpents]
	[PREFSTRING:natural character]
	[PREFSTRING:negative character]
	[CREATURE_CLASS:ALL_CREATURES] [BODY:HUMANOID_NECK:KO_RCS_3TAILS:MOUTH:GENERIC_TEETH_WITH_LARGE_EYE_TEETH:2HEAD_ANTLER:NOSE:2EYES:2EARS:2LUNGS:HEART:GUTS:TONGUE:ORGANS:THROAT:NECK:SPINE:BRAIN:SKULL:RIBCAGE]
	[BODY_SIZE:0:0:324000]
	[BODY_SIZE:1:0:648000]
	[BODY_SIZE:12:0:1620000]
	[BODY_APPEARANCE_MODIFIER:HEIGHT:90:95:98:100:102:105:110]
	[BODY_APPEARANCE_MODIFIER:BROADNESS:90:95:98:100:102:105:110]
	[BODY_DETAIL_PLAN:STANDARD_MATERIALS]
	[SELECT_MATERIAL:SKIN]
	[STATE_COLOR:ALL:LIGHT_BROWN]
	[DISPLAY_COLOR:6:0:0]
	[SELECT_MATERIAL:HAIR]
	[STATE_COLOR:ALL:LIGHT_BROWN]
	[DISPLAY_COLOR:6:0:0]
	[USE_MATERIAL_TEMPLATE:HORN:HORN_TEMPLATE]
		[STATE_NAME:ALL_SOLID:antler]
		[STATE_ADJ:ALL_SOLID:antler]
	[BODY_DETAIL_PLAN:STANDARD_TISSUES]
	[USE_TISSUE_TEMPLATE:HAIR:HAIR_TEMPLATE]
	[USE_TISSUE_TEMPLATE:HORN:HORN_TEMPLATE]
	[TISSUE_NAME:antler:NP]
	[BODY_DETAIL_PLAN:VERTEBRATE_TISSUE_LAYERS:SKIN:FAT:MUSCLE:BONE:CARTILAGE]
	[BODY_DETAIL_PLAN:BODY_HAIR_TISSUE_LAYERS:HAIR]
	[SELECT_TISSUE_LAYER:HEART:BY_CATEGORY:HEART]
	[PLUS_TISSUE_LAYER:SKIN:BY_CATEGORY:THROAT]
	[TL_MAJOR_ARTERIES]
	[BODY_DETAIL_PLAN:STANDARD_HEAD_POSITIONS]
	[BODY_DETAIL_PLAN:HUMANOID_RIBCAGE_POSITIONS]
	[USE_MATERIAL_TEMPLATE:SINEW:SINEW_TEMPLATE]
	[TENDONS:LOCAL_CREATURE_MAT:SINEW:200]
	[LIGAMENTS:LOCAL_CREATURE_MAT:SINEW:200]
	[HAS_NERVES]
	[USE_MATERIAL_TEMPLATE:BLOOD:BLOOD_TEMPLATE]
	YES_STANDARD_BLOOD[BLOOD:CREATURE_MAT:ANIMAL_BLOOD:BLOOD:LIQUID]
	[CREATURE_CLASS:GENERAL_POISON]
	[GETS_WOUND_INFECTIONS]
	[GETS_INFECTIONS_FROM_ROT]
	[USE_MATERIAL_TEMPLATE:PUS:PUS_TEMPLATE]
	[PUS:LOCAL_CREATURE_MAT:PUS:LIQUID]
	[NOPAIN]
	[NOSTUN]
	[NONAUSEA]
	[NOFEAR]
	[NOEXERT]
	[NO_DIZZINESS]
	[NO_FEVERS]
	[SET_TL_GROUP:BY_CATEGORY:ALL:HAIR]
	[TL_COLOR_MODIFIER:LIGHT_BROWN:1]
	[TLCM_NOUN:hair:SINGULAR]
	[SET_TL_GROUP:BY_CATEGORY:ALL:SKIN]
	[TL_COLOR_MODIFIER:LIGHT_BROWN:1]
	[TLCM_NOUN:skin:SINGULAR]
	[SET_TL_GROUP:BY_CATEGORY:ALL:EYE]
	[TL_COLOR_MODIFIER:BLACK:1]
	[TLCM_NOUN:eyes:PLURAL]
	[SMELL_TRIGGER:30]
	[ODOR_LEVEL:90]
	[ODOR_STRING:brimstone]
	[SELECT_CASTE:FEMALE]
		[MULTIPLE_LITTER_RARE]
	[SELECT_CASTE:ALL]
	[USE_MATERIAL_TEMPLATE:VENOM:CREATURE_EXTRACT_TEMPLATE][REACTION_CLASS:ADD_SPATTER_VENOM][MILKABLE:LOCAL_CREATURE_MAT:VENOM:10000]
		[STATE_NAME:ALL:serpent kangaroo hinta venom]
		[STATE_ADJ:ALL:serpent kangaroo hinta venom]
		[PREFIX:NONE]
			[SYNDROME]
				[SYN_NAME:serpent kangaroo hinta sickness]
				[SYN_AFFECTED_CLASS:GENERAL_POISON]
				[SYN_IMMUNE_CREATURE:KANGAROO_FIEND_SERPENT:ALL]
				[SYN_CONTACT]
				[SYN_INHALED]
				[SYN_INJECTED]
				[ENTERS_BLOOD]
				[CE_ERRATIC_BEHAVIOR:SEV:100:PROB:100:START:0:PEAK:50:END:4800]
	[SELECT_MATERIAL:ALL]
	[HEATDAM_POINT:NONE]
	[MELTING_POINT:NONE]
	[BOILING_POINT:NONE]
	[IGNITE_POINT:NONE]
	[MULTIPLY_VALUE:4]
	[SELECT_MATERIAL:BLOOD]
	[PLUS_MATERIAL:PUS]
	[PLUS_MATERIAL:VENOM]
	[MELTING_POINT:10000]
	[ATTACK:KICK:BODYPART:BY_TYPE:STANCE]
		[ATTACK_SKILL:STANCE_STRIKE]
		[ATTACK_VERB:kick:kicks]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:4:4]
		[ATTACK_VELOCITY_MODIFIER:4000]
		[ATTACK_PRIORITY:SECOND]
		[ATTACK_FLAG_BAD_MULTIATTACK]
	[ATTACK:BITE:CHILD_BODYPART_GROUP:BY_CATEGORY:HEAD:BY_CATEGORY:TOOTH]
		[ATTACK_SKILL:BITE]
		[ATTACK_VERB:bite:bites]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PENETRATION_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_VELOCITY_MODIFIER:2000]
		[ATTACK_PRIORITY:MAIN]
		[ATTACK_FLAG_EDGE]
		[ATTACK_FLAG_CANLATCH]
		[SPECIALATTACK_INJECT_EXTRACT:LOCAL_CREATURE_MAT:VENOM:LIQUID:100:100]
	[PHYS_ATT_RANGE:TOUGHNESS:700:1200:1400:1500:1600:1800:2500]
	[PHYS_ATT_RANGE:ENDURANCE:700:1200:1400:1500:1600:1800:2500]
	[PHYS_ATT_RANGE:RECUPERATION:450:950:1150:1250:1350:1550:2250]
	[PHYS_ATT_RANGE:DISEASE_RESISTANCE:700:1200:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:ANALYTICAL_ABILITY:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:FOCUS:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:WILLPOWER:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:CREATIVITY:450:950:1150:1250:1350:1550:2250]
	[MENT_ATT_RANGE:MEMORY:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:LINGUISTIC_ABILITY:700:1200:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:MUSICALITY:150:600:800:900:1000:1100:1500]
	[MENT_ATT_RANGE:EMPATHY:450:950:1150:1250:1350:1550:2250]
	[MENT_ATT_RANGE:SOCIAL_AWARENESS:1250:1500:1750:2000:2500:3000:5000]
	[PERSONALITY:LOVE_PROPENSITY:0:45:100]
	[PERSONALITY:HATE_PROPENSITY:0:55:100]
	[PERSONALITY:CHEER_PROPENSITY:0:0:0]
	[PERSONALITY:DEPRESSION_PROPENSITY:0:0:0]
	[PERSONALITY:ANXIETY_PROPENSITY:0:0:0]
	[PERSONALITY:LUST_PROPENSITY:0:45:100]
	[PERSONALITY:STRESS_VULNERABILITY:0:0:0]
	[PERSONALITY:GREED:0:45:100]
	[PERSONALITY:IMMODERATION:0:55:100]
	[PERSONALITY:FRIENDLINESS:0:0:0]
	[PERSONALITY:DISDAIN_ADVICE:100:100:100]
	[PERSONALITY:BRAVERY:0:60:100]
	[PERSONALITY:GRATITUDE:0:0:0]
	[PERSONALITY:IMMODESTY:0:55:100]
	[PERSONALITY:HUMOR:0:45:100]
	[PERSONALITY:VENGEFUL:0:55:100]
	[PERSONALITY:PRIDE:100:100:100]
	[PERSONALITY:CRUELTY:100:100:100]
	[PERSONALITY:SINGLEMINDED:0:45:100]
	[PERSONALITY:HOPEFUL:0:40:100]
	[PERSONALITY:BASHFUL:0:0:0]
	[PERSONALITY:CLOSEMINDED:0:55:100]
	[PERSONALITY:TOLERANT:0:40:100]
	[PERSONALITY:SWAYED_BY_EMOTIONS:0:0:0]
	[PERSONALITY:ALTRUISM:0:0:0]
	[PERSONALITY:TRUST:0:0:0]
	[PERSONALITY:ASSERTIVENESS:100:100:100]
	[PERSONALITY:ACTIVITY_LEVEL:0:55:100]
	[PERSONALITY:EXCITEMENT_SEEKING:0:55:100]
	[PERSONALITY:IMAGINATION:0:55:100]
	[PERSONALITY:ABSTRACT_INCLINED:0:45:100]
	[PERSONALITY:ART_INCLINED:0:60:100]

[CREATURE:CARP_FIEND_PERISH]
	[DESCRIPTION:An enormous winged and swift three-eyed fish-like monster twisted into humanoid shape. Its scales are colored burnt umber. This evil creature has a tough hide. It is a sapient creature. It is equally at home in the water and the skies as it is on the land. It lives in the Underworld. It smells of brimstone. Its attacks are very powerful. It is unaging. Its parts are worth six times as much as those of normal creatures. It is associated with death, water, and chaos.]
	[NAME:perished carp quothest:perished carp quothests:perished carp quothest]
	[CASTE_NAME:perished carp quothest:perished carp quothests:perished carp quothest]
	[CREATURE_TILE:38]
	[COLOR:4:0:0]
	[FANCIFUL]
	[INTELLIGENT]
	[FLIER]
	[FIREIMMUNE]
	[FIREIMMUNE_SUPER]
	[LARGE_PREDATOR]
	[NO_EAT]
	[NO_DRINK]
	[SUPERNATURAL]
	[CASTE:FEMALE]
	[FEMALE]
	[CASTE:MALE]
	[MALE]
	[SELECT_CASTE:ALL]
	[EVIL]
	[LARGE_ROAMING]
	[FREQUENCY:50]
	[BIOME:SUBTERRANEAN_CHASM]
	[UNDERGROUND_DEPTH:5:5]
	[DIFFICULTY:7]
	[ATTACK_TRIGGER:50:5000:50000]
	[SPHERE:DEATH]
	[SPHERE:WATER]
	[SPHERE:CHAOS]
	[BUILDINGDESTROYER:2]
	[AMPHIBIOUS]
	[UNDERSWIM]
	[SWIMS_INNATE]
	[APPLY_CREATURE_VARIATION:STANDARD_BIPED_GAITS:900:573:382:191:1900:2900]
	[APPLY_CREATURE_VARIATION:STANDARD_SWIMMING_GAITS:900:573:382:191:1900:2900]
	[APPLY_CREATURE_VARIATION:STANDARD_CRAWLING_GAITS:7780:7508:7254:2925:8478:9233]
	[APPLY_CREATURE_VARIATION:STANDARD_CLIMBING_GAITS:3512:2634:1756:878:4900:6900]
	[APPLY_CREATURE_VARIATION:STANDARD_FLYING_GAITS:900:573:382:191:1900:2900]
	[PETVALUE:11700]
	[NATURAL_SKILL:BITE:12]
	[NATURAL_SKILL:GRASP_STRIKE:12]
	[NATURAL_SKILL:STANCE_STRIKE:12]
	[TRAPAVOID]
	[WEBIMMUNE]
	[EXTRAVISION]
	[VISION_ARC:50:310]
	[CHILD:1]
	[GENERAL_CHILD_NAME:perished carp quothest:perished carp quothests:perished carp quothest]
	[HOMEOTHERM:10068]
	[ALL_ACTIVE]
	[PREFSTRING:perishing character]
	[PREFSTRING:dying character]
	[CREATURE_CLASS:ALL_CREATURES] [BODY:HUMANOID_NECK:5FINGERS:5TOES:TAIL:MOUTH:GENERIC_TEETH_WITH_LARGE_EYE_TEETH:2WINGS:NOSE:3EYES:2EARS:2LUNGS:HEART:GUTS:TONGUE:ORGANS:THROAT:NECK:SPINE:BRAIN:SKULL:RIBCAGE]
	[BODY_SIZE:0:0:1020600]
	[BODY_SIZE:1:0:2041200]
	[BODY_SIZE:12:0:5103000]
	[BODY_APPEARANCE_MODIFIER:HEIGHT:90:95:98:100:102:105:110]
	[BODY_APPEARANCE_MODIFIER:BROADNESS:90:95:98:100:102:105:110]
	[BODY_DETAIL_PLAN:STANDARD_MATERIALS]
	[REMOVE_MATERIAL:SKIN]
	[REMOVE_MATERIAL:LEATHER]
	[USE_MATERIAL_TEMPLATE:SCALE:SCALE_TEMPLATE]
	[SELECT_MATERIAL:SCALE]
	[STATE_COLOR:ALL:BURNT_UMBER]
	[DISPLAY_COLOR:4:0:0]
	[USE_MATERIAL_TEMPLATE:CLAW:NAIL_TEMPLATE]
	[SELECT_MATERIAL:SKIN]
	[PLUS_MATERIAL:SCALE]
	[PLUS_MATERIAL:CHITIN]
		[SOLID_DENSITY:2670]
		[IMPACT_YIELD:120000]
		[IMPACT_FRACTURE:120000]
		[SHEAR_YIELD:15000]
		[SHEAR_FRACTURE:15000]
