creature_random_hag

YES_RANDOM_NIGHTCREATURE!OBJECT:CREATURE]

[CREATURE:HAG_RANDOM_001]
	[DESCRIPTION:A big humanoid monster. It is covered in crimson scales and crimson hair. This evil creature has deer-like antlers with strange properties and a shell into which it can retract. Its attacks are very powerful. It is unaging. It is associated with festivals, death, and the night. Now you will know why you fear the night.]
	[HABIT:COOK_VERMIN:50]
	[HABIT:EAT_BONE_PORRIDGE:50]
	[HABIT:GRIND_BONE_MEAL:50]
	[HABIT:GRIND_VERMIN:50]
	[HABIT:USE_ANY_MELEE_WEAPON:50]
	[TRAPAVOID]
	[WEBIMMUNE]
	[GENERAL_CHILD_NAME:child of the humorcackle troll-hag:children of the humorcackle troll-hag]
	[HOMEOTHERM:10068]
	[ALL_ACTIVE]
	[PREFSTRING:humorous character]
	[PREFSTRING:festive character]
	[PREFSTRING:cackle]
	[SELECT_CASTE:FEMALE]
	[BODY_SIZE:0:0:36200]
	[BODY_SIZE:1:0:72400]
	[BODY_SIZE:12:0:181000]
	[SELECT_CASTE:ALL]
	[SELECT_CASTE:MALE]
	[BODY_SIZE:0:0:141180]
	[SELECT_CASTE:ALL]
	[CREATURE_CLASS:ALL_CREATURES] [BODY:HUMANOID_NECK:5FINGERS:5TOES:TAIL:MOUTH:GENERIC_TEETH:2HEAD_ANTLER:NOSE:SHELL:2EYES:2EARS:2LUNGS:HEART:GUTS:TONGUE:ORGANS:THROAT:NECK:SPINE:BRAIN:SKULL:RIBCAGE]
	[BODY_APPEARANCE_MODIFIER:HEIGHT:90:95:98:100:102:105:110]
	[BODY_APPEARANCE_MODIFIER:BROADNESS:90:95:98:100:102:105:110]
	[BODY_DETAIL_PLAN:STANDARD_MATERIALS]
	[REMOVE_MATERIAL:SKIN]
	[REMOVE_MATERIAL:LEATHER]
	[USE_MATERIAL_TEMPLATE:SCALE:SCALE_TEMPLATE]
	[SELECT_MATERIAL:SCALE]
	[STATE_COLOR:ALL:CRIMSON]
	[DISPLAY_COLOR:4:0:1]
	[SELECT_MATERIAL:HAIR]
	[STATE_COLOR:ALL:CRIMSON]
	[DISPLAY_COLOR:4:0:1]
	[USE_MATERIAL_TEMPLATE:HORN:HORN_TEMPLATE]
		[STATE_NAME:ALL_SOLID:antler]
		[STATE_ADJ:ALL_SOLID:antler]
		[SOLID_DENSITY:2670]
		[MATERIAL_VALUE:5]
		[IMPACT_YIELD:120000]
		[IMPACT_FRACTURE:120000]
		[SHEAR_YIELD:15000]
		[SHEAR_FRACTURE:15000]
		[MAX_EDGE:10000]
	[USE_MATERIAL_TEMPLATE:CLAW:NAIL_TEMPLATE]
	[USE_MATERIAL_TEMPLATE:SHELL:SHELL_TEMPLATE]
	[BODY_DETAIL_PLAN:STANDARD_TISSUES]
	[REMOVE_TISSUE:SKIN]
	[USE_TISSUE_TEMPLATE:SCALE:SCALE_TEMPLATE]
	[USE_TISSUE_TEMPLATE:HAIR:HAIR_TEMPLATE]
	[USE_TISSUE_TEMPLATE:HORN:HORN_TEMPLATE]
	[TISSUE_NAME:antler:NP]
	[USE_TISSUE_TEMPLATE:SHELL:SHELL_TEMPLATE]
	[USE_TISSUE_TEMPLATE:CLAW:CLAW_TEMPLATE]
	[TISSUE_LAYER:BY_CATEGORY:TOE:CLAW:FRONT]
	[TISSUE_LAYER:BY_CATEGORY:FINGER:CLAW:FRONT]
	[BODY_DETAIL_PLAN:VERTEBRATE_TISSUE_LAYERS:SCALE:FAT:MUSCLE:BONE:CARTILAGE]
	[BODY_DETAIL_PLAN:BODY_HAIR_TISSUE_LAYERS:HAIR]
	[SELECT_TISSUE_LAYER:HEART:BY_CATEGORY:HEART]
	[PLUS_TISSUE_LAYER:SKIN:BY_CATEGORY:THROAT]
	[TL_MAJOR_ARTERIES]
	[BODY_DETAIL_PLAN:STANDARD_HEAD_POSITIONS]
	[BODY_DETAIL_PLAN:HUMANOID_RIBCAGE_POSITIONS]
	[USE_MATERIAL_TEMPLATE:SINEW:SINEW_TEMPLATE]
	[TENDONS:LOCAL_CREATURE_MAT:SINEW:200]
	[LIGAMENTS:LOCAL_CREATURE_MAT:SINEW:200]
	[HAS_NERVES]
	[USE_MATERIAL_TEMPLATE:BLOOD:BLOOD_TEMPLATE]
	YES_STANDARD_BLOOD[BLOOD:CREATURE_MAT:ANIMAL_BLOOD:BLOOD:LIQUID]
	[CREATURE_CLASS:GENERAL_POISON]
	[GETS_WOUND_INFECTIONS]
	[GETS_INFECTIONS_FROM_ROT]
	[USE_MATERIAL_TEMPLATE:PUS:PUS_TEMPLATE]
	[PUS:LOCAL_CREATURE_MAT:PUS:LIQUID]
	[NOPAIN]
	[NOSTUN]
	[NONAUSEA]
	[NOFEAR]
	[NOEXERT]
	[NO_DIZZINESS]
	[NO_FEVERS]
	[SET_TL_GROUP:BY_CATEGORY:ALL:HAIR]
	[TL_COLOR_MODIFIER:CRIMSON:1]
	[TLCM_NOUN:hair:SINGULAR]
	[SET_TL_GROUP:BY_CATEGORY:ALL:SCALE]
	[TL_COLOR_MODIFIER:CRIMSON:1]
	[TLCM_NOUN:scales:PLURAL]
	[SET_TL_GROUP:BY_CATEGORY:ALL:EYE]
	[TL_COLOR_MODIFIER:BLACK:1]
	[TLCM_NOUN:eyes:PLURAL]
	[CAN_DO_INTERACTION:KO_RH_BEGONE_I_AM]
		[CDI:ADV_NAME:Cast "Begone I am!"]
		[CDI:USAGE_HINT:FLEEING]
		[CDI:BP_REQUIRED:BY_CATEGORY:HAND]
		[CDI:VERB:chant "Begone I am! Arepo tenet!":chants "Begone I am! Arepo tenet!":NA]
		[CDI:VERBAL]
		[CDI:TARGET:A:SELF_ONLY]
		[CDI:FREE_ACTION]
		[CDI:WAIT_PERIOD:1006]
	[RETRACT_INTO_BP:BY_CATEGORY:SHELL:retract into <pro_pos> shell:retracts into <pro_pos> shell:come out of <pro_pos> shell:comes out of <pro_pos> shell]
	[SELECT_MATERIAL:ALL]
	[MULTIPLY_VALUE:4]
	[ATTACK:KICK:BODYPART:BY_TYPE:STANCE]
		[ATTACK_SKILL:STANCE_STRIKE]
		[ATTACK_VERB:kick:kicks]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:4:4]
		[ATTACK_VELOCITY_MODIFIER:2000]
		[ATTACK_PRIORITY:SECOND]
		[ATTACK_FLAG_BAD_MULTIATTACK]
	[ATTACK:PUNCH:BODYPART:BY_CATEGORY:HAND]
		[ATTACK_SKILL:GRASP_STRIKE]
		[ATTACK_VERB:punch:punches]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_VELOCITY_MODIFIER:2000]
		[ATTACK_PRIORITY:SECOND]
	[ATTACK:HAND_SLASH:CHILD_TISSUE_LAYER_GROUP:BY_TYPE:GRASP:BY_CATEGORY:FINGER:CLAW]
		[ATTACK_SKILL:GRASP_STRIKE]
		[ATTACK_VERB:slash:slashes]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PENETRATION_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_VELOCITY_MODIFIER:2000]
		[ATTACK_PRIORITY:MAIN]
		[ATTACK_FLAG_EDGE]
	[ATTACK:LESSER_BITE:CHILD_BODYPART_GROUP:BY_CATEGORY:HEAD:BY_CATEGORY:TOOTH]
		[ATTACK_SKILL:BITE]
		[ATTACK_VERB:bite:bites]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PENETRATION_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_VELOCITY_MODIFIER:2000]
		[ATTACK_PRIORITY:SECOND]
		[ATTACK_FLAG_EDGE]
		[ATTACK_FLAG_CANLATCH]
	[PHYS_ATT_RANGE:STRENGTH:1000:1250:1500:2000:2250:2500:3000]
	[PHYS_ATT_RANGE:AGILITY:450:550:700:750:800:850:900]
	[PHYS_ATT_RANGE:TOUGHNESS:850:900:950:1000:1050:1100:1150]
	[PHYS_ATT_RANGE:ENDURANCE:850:900:950:1000:1050:1100:1150]
	[PHYS_ATT_RANGE:RECUPERATION:450:1050:1150:1250:1350:1550:2250]
	[PHYS_ATT_RANGE:DISEASE_RESISTANCE:700:1300:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:ANALYTICAL_ABILITY:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:FOCUS:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:WILLPOWER:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:PATIENCE:0:333:666:1000:2333:3666:5000]
	[MENT_ATT_RANGE:MEMORY:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:LINGUISTIC_ABILITY:450:1050:1150:1250:1350:1550:2250]
	[MENT_ATT_RANGE:MUSICALITY:0:333:666:1000:2333:3666:5000]
	[MENT_ATT_RANGE:SOCIAL_AWARENESS:700:1300:1400:1500:1600:1800:2500]
	[PERSONALITY:BASHFUL:0:0:0]
	[PERSONALITY:STRESS_VULNERABILITY:0:0:0]
	[PERSONALITY:FRIENDLINESS:0:0:0]
	[PERSONALITY:DISDAIN_ADVICE:100:100:100]
	[PERSONALITY:CHEER_PROPENSITY:0:0:0]
	[PERSONALITY:TRUST:0:0:0]
	[PERSONALITY:ALTRUISM:0:0:0]
	[PERSONALITY:CRUELTY:100:100:100]

[CREATURE:HAG_RANDOM_002]
	[DESCRIPTION:A big humanoid monster. It is covered in beige scales and moss green hair. This evil creature has a single horn with strange properties on its forehead and a trunk. It has good skills in the evasive arts. It is unaging. It is associated with death and the night. Now you will know why you fear the night.]
	[NAME:narrowhair baba:narrowhair babas:narrowhair baba]
	[CREATURE_TILE:165]
	[COLOR:2:0:0]
	[NO_UNIT_TYPE_COLOR]
	[FANCIFUL]
	[INTELLIGENT]
	[EQUIPS]
	[CANOPENDOORS]
	[LARGE_PREDATOR]
	[NO_EAT]
	[NO_DRINK]
	[SUPERNATURAL]
	[NIGHT_CREATURE_HUNTER]
	[SENSE_CREATURE_CLASS:GENERAL_POISON:15:4:0:1]
	[CASTE:FEMALE]
	[CASTE_NAME:narrowhair baba:narrowhair babas:narrowhair baba]
	[FEMALE]
	[SPOUSE_CONVERTER]
	[ORIENTATION:MALE:0:0:1]
	[ORIENTATION:FEMALE:1:0:0]
	[CASTE:MALE]
	[CASTE_NAME:consort of the narrowhair baba:consorts of the narrowhair baba:consort of the narrowhair baba]
	[MALE]
	[CONVERTED_SPOUSE]
	[SELECT_CASTE:ALL]
	[EVIL]
	[BIOME:NOT_FREEZING]
	[DIFFICULTY:4]
	[ATTACK_TRIGGER:35:1000:10000]
	[LAIR:SIMPLE_MOUND:50]
	[LAIR:SIMPLE_BURROW:50]
	[LAIR_CHARACTERISTIC:HAS_DOORS:100]
	[SPHERE:DEATH]
	[SPHERE:NIGHT]
	[SWIMS_LEARNED]
	[APPLY_CREATURE_VARIATION:STANDARD_BIPED_GAITS:900:657:438:219:1900:2900]
	[APPLY_CREATURE_VARIATION:STANDARD_SWIMMING_GAITS:4732:4026:3327:1097:5922:7567]
	[APPLY_CREATURE_VARIATION:STANDARD_CRAWLING_GAITS:8390:8204:8040:4388:8989:9567]
	[APPLY_CREATURE_VARIATION:STANDARD_CLIMBING_GAITS:4732:4026:3327:1097:5922:7567]
	[SOUND:PEACEFUL_INTERMITTENT:58:10000:VOCALIZATION:cackle "Fe fe fe!":cackles "Fe fe fe!":a cackle like "Fe fe fe!"]
	[SOUND:ALERT:116:1000:VOCALIZATION:cackle "Fe fe fe!":cackles "Fe fe fe!":a cackle like "Fe fe fe!"]
	[NATURAL_SKILL:BITE:4]
	[NATURAL_SKILL:DODGING:4]
	[NATURAL_SKILL:GRASP_STRIKE:4]
	[NATURAL_SKILL:SITUATIONAL_AWARENESS:4]
	[NATURAL_SKILL:SNEAK:4]
	[NATURAL_SKILL:STANCE_STRIKE:4]
	[HABIT_NUM:TEST_ALL]
	[HABIT:COLLECT_TROPHIES:50]
	[HABIT:COOK_BLOOD:50]
	[HABIT:COOK_PEOPLE:50]
	[HABIT:COOK_VERMIN:50]
	[HABIT:EAT_BONE_PORRIDGE:50]
	[HABIT:GRIND_BONE_MEAL:50]
	[HABIT:GRIND_VERMIN:50]
	[HABIT:USE_ANY_MELEE_WEAPON:50]
	[TRAPAVOID]
	[WEBIMMUNE]
	[GENERAL_CHILD_NAME:child of the narrowhair baba:children of the narrowhair baba]
	[HOMEOTHERM:10068]
	[ALL_ACTIVE]
	[PREFSTRING:narrow character]
	[PREFSTRING:hair]
	[SELECT_CASTE:FEMALE]
	[BODY_SIZE:0:0:34400]
	[BODY_SIZE:1:0:68800]
	[BODY_SIZE:12:0:172000]
	[SELECT_CASTE:ALL]
	[SELECT_CASTE:MALE]
	[BODY_SIZE:0:0:120399]
	[SELECT_CASTE:ALL]
	[CREATURE_CLASS:ALL_CREATURES] [BODY:HUMANOID_NECK:5FINGERS:5TOES:TAIL:MOUTH:GENERIC_TEETH:HEAD_HORN:TRUNK:2EYES:2EARS:2LUNGS:HEART:GUTS:TONGUE:ORGANS:THROAT:NECK:SPINE:BRAIN:SKULL:RIBCAGE]
	[BODY_APPEARANCE_MODIFIER:HEIGHT:90:95:98:100:102:105:110]
	[BODY_APPEARANCE_MODIFIER:BROADNESS:90:95:98:100:102:105:110]
	[BODY_DETAIL_PLAN:STANDARD_MATERIALS]
	[REMOVE_MATERIAL:SKIN]
	[REMOVE_MATERIAL:LEATHER]
	[USE_MATERIAL_TEMPLATE:SCALE:SCALE_TEMPLATE]
	[SELECT_MATERIAL:SCALE]
	[STATE_COLOR:ALL:BEIGE]
	[DISPLAY_COLOR:7:0:1]
	[SELECT_MATERIAL:HAIR]
	[STATE_COLOR:ALL:MOSS_GREEN]
	[DISPLAY_COLOR:2:0:1]
	[USE_MATERIAL_TEMPLATE:HORN:HORN_TEMPLATE]
		[SOLID_DENSITY:2670]
		[MATERIAL_VALUE:5]
		[IMPACT_YIELD:120000]
		[IMPACT_FRACTURE:120000]
		[SHEAR_YIELD:15000]
		[SHEAR_FRACTURE:15000]
		[MAX_EDGE:10000]
	[USE_MATERIAL_TEMPLATE:CLAW:NAIL_TEMPLATE]
	[BODY_DETAIL_PLAN:STANDARD_TISSUES]
	[REMOVE_TISSUE:SKIN]
	[USE_TISSUE_TEMPLATE:SCALE:SCALE_TEMPLATE]
	[USE_TISSUE_TEMPLATE:HAIR:HAIR_TEMPLATE]
	[USE_TISSUE_TEMPLATE:HORN:HORN_TEMPLATE]
	[USE_TISSUE_TEMPLATE:CLAW:CLAW_TEMPLATE]
	[TISSUE_LAYER:BY_CATEGORY:TOE:CLAW:FRONT]
	[TISSUE_LAYER:BY_CATEGORY:FINGER:CLAW:FRONT]
	[BODY_DETAIL_PLAN:VERTEBRATE_TISSUE_LAYERS:SCALE:FAT:MUSCLE:BONE:CARTILAGE]
	[BODY_DETAIL_PLAN:BODY_HAIR_TISSUE_LAYERS:HAIR]
	[SELECT_TISSUE_LAYER:HEART:BY_CATEGORY:HEART]
	[PLUS_TISSUE_LAYER:SKIN:BY_CATEGORY:THROAT]
	[TL_MAJOR_ARTERIES]
	[BODY_DETAIL_PLAN:STANDARD_HEAD_POSITIONS]
	[BODY_DETAIL_PLAN:HUMANOID_RIBCAGE_POSITIONS]
	[USE_MATERIAL_TEMPLATE:SINEW:SINEW_TEMPLATE]
	[TENDONS:LOCAL_CREATURE_MAT:SINEW:200]
	[LIGAMENTS:LOCAL_CREATURE_MAT:SINEW:200]
	[HAS_NERVES]
	[USE_MATERIAL_TEMPLATE:BLOOD:BLOOD_TEMPLATE]
	YES_STANDARD_BLOOD[BLOOD:CREATURE_MAT:ANIMAL_BLOOD:BLOOD:LIQUID]
	[CREATURE_CLASS:GENERAL_POISON]
	[GETS_WOUND_INFECTIONS]
	[GETS_INFECTIONS_FROM_ROT]
	[USE_MATERIAL_TEMPLATE:PUS:PUS_TEMPLATE]
	[PUS:LOCAL_CREATURE_MAT:PUS:LIQUID]
	[NOPAIN]
	[NOSTUN]
	[NONAUSEA]
	[NOFEAR]
	[NOEXERT]
	[NO_DIZZINESS]
	[NO_FEVERS]
	[SET_TL_GROUP:BY_CATEGORY:ALL:HAIR]
	[TL_COLOR_MODIFIER:MOSS_GREEN:1]
	[TLCM_NOUN:hair:SINGULAR]
	[SET_TL_GROUP:BY_CATEGORY:ALL:SCALE]
	[TL_COLOR_MODIFIER:BEIGE:1]
	[TLCM_NOUN:scales:PLURAL]
	[SET_TL_GROUP:BY_CATEGORY:ALL:EYE]
	[TL_COLOR_MODIFIER:BLACK:1]
	[TLCM_NOUN:eyes:PLURAL]
	[CAN_DO_INTERACTION:KO_RH_GLASS_SKIN]
		[CDI:ADV_NAME:Cast "Glass Skin!"]
		[CDI:USAGE_HINT:ATTACK]
		[CDI:BP_REQUIRED:BY_CATEGORY:HAND]
		[CDI:VERB:chant "Glass Skin! Fe fe fe!":chants "Glass Skin! Fe fe fe!":NA]
		[CDI:VERBAL]
		[CDI:TARGET:A:LINE_OF_SIGHT]
		[CDI:TARGET_RANGE:A:19]
		[CDI:MAX_TARGET_NUMBER:A:1]
		[CDI:WAIT_PERIOD:1009]
	[SELECT_MATERIAL:ALL]
	[MULTIPLY_VALUE:4]
	[ATTACK:KICK:BODYPART:BY_TYPE:STANCE]
		[ATTACK_SKILL:STANCE_STRIKE]
		[ATTACK_VERB:kick:kicks]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:4:4]
		[ATTACK_PRIORITY:SECOND]
		[ATTACK_FLAG_BAD_MULTIATTACK]
	[ATTACK:PUNCH:BODYPART:BY_CATEGORY:HAND]
		[ATTACK_SKILL:GRASP_STRIKE]
		[ATTACK_VERB:punch:punches]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_PRIORITY:SECOND]
	[ATTACK:HAND_SLASH:CHILD_TISSUE_LAYER_GROUP:BY_TYPE:GRASP:BY_CATEGORY:FINGER:CLAW]
		[ATTACK_SKILL:GRASP_STRIKE]
		[ATTACK_VERB:slash:slashes]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PENETRATION_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_PRIORITY:MAIN]
		[ATTACK_FLAG_EDGE]
	[ATTACK:LESSER_BITE:CHILD_BODYPART_GROUP:BY_CATEGORY:HEAD:BY_CATEGORY:TOOTH]
		[ATTACK_SKILL:BITE]
		[ATTACK_VERB:bite:bites]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PENETRATION_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_PRIORITY:SECOND]
		[ATTACK_FLAG_EDGE]
		[ATTACK_FLAG_CANLATCH]
	[ATTACK:GORE:BODYPART:BY_CATEGORY:HORN]
		[ATTACK_SKILL:BITE]
		[ATTACK_VERB:stab:stabs]
		[ATTACK_CONTACT_PERC:5]
		[ATTACK_PENETRATION_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_PRIORITY:MAIN]
		[ATTACK_FLAG_EDGE]
		[ATTACK_FLAG_WITH]
	[PHYS_ATT_RANGE:STRENGTH:1000:1250:1500:2000:2250:2500:3000]
	[PHYS_ATT_RANGE:AGILITY:450:550:700:750:800:850:900]
	[PHYS_ATT_RANGE:TOUGHNESS:850:900:950:1000:1050:1100:1150]
	[PHYS_ATT_RANGE:ENDURANCE:850:900:950:1000:1050:1100:1150]
	[PHYS_ATT_RANGE:RECUPERATION:450:1050:1150:1250:1350:1550:2250]
	[PHYS_ATT_RANGE:DISEASE_RESISTANCE:700:1300:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:ANALYTICAL_ABILITY:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:FOCUS:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:WILLPOWER:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:PATIENCE:0:333:666:1000:2333:3666:5000]
	[MENT_ATT_RANGE:MEMORY:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:LINGUISTIC_ABILITY:450:1050:1150:1250:1350:1550:2250]
	[MENT_ATT_RANGE:MUSICALITY:0:333:666:1000:2333:3666:5000]
	[MENT_ATT_RANGE:SOCIAL_AWARENESS:700:1300:1400:1500:1600:1800:2500]
	[PERSONALITY:BASHFUL:0:0:0]
	[PERSONALITY:STRESS_VULNERABILITY:0:0:0]
	[PERSONALITY:FRIENDLINESS:0:0:0]
	[PERSONALITY:DISDAIN_ADVICE:100:100:100]
	[PERSONALITY:CHEER_PROPENSITY:0:0:0]
	[PERSONALITY:TRUST:0:0:0]
	[PERSONALITY:ALTRUISM:0:0:0]
	[PERSONALITY:CRUELTY:100:100:100]

[CREATURE:HAG_RANDOM_003]
	[DESCRIPTION:A big and swift humanoid monster. It is covered in white skin and white hair. It is a creature of evil. It has good skills in weaponry. It is unaging. It is associated with death and the night. Now you will know why you fear the night.]
	[NAME:ciriko of blocks:cirikos of blocks:ciriko of blocks]
	[CREATURE_TILE:165]
	[COLOR:2:0:0]
	[NO_UNIT_TYPE_COLOR]
	[FANCIFUL]
	[INTELLIGENT]
	[EQUIPS]
	[CANOPENDOORS]
	[LARGE_PREDATOR]
	[NO_EAT]
	[NO_DRINK]
	[SUPERNATURAL]
	[NIGHT_CREATURE_HUNTER]
	[SENSE_CREATURE_CLASS:GENERAL_POISON:15:4:0:1]
	[CASTE:FEMALE]
	[CASTE_NAME:ciriko of blocks:cirikos of blocks:ciriko of blocks]
	[FEMALE]
	[SPOUSE_CONVERTER]
	[ORIENTATION:MALE:0:0:1]
	[ORIENTATION:FEMALE:1:0:0]
	[CASTE:MALE]
	[CASTE_NAME:mate of the ciriko of blocks:mates of the ciriko of blocks:mate of the ciriko of blocks]
	[MALE]
	[CONVERTED_SPOUSE]
	[SELECT_CASTE:ALL]
	[EVIL]
	[BIOME:NOT_FREEZING]
	[DIFFICULTY:4]
	[ATTACK_TRIGGER:35:1000:10000]
	[LAIR:SIMPLE_MOUND:50]
	[LAIR:SIMPLE_BURROW:50]
	[LAIR_CHARACTERISTIC:HAS_DOORS:100]
	[SPHERE:DEATH]
	[SPHERE:NIGHT]
	[SWIMS_LEARNED]
	[APPLY_CREATURE_VARIATION:STANDARD_BIPED_GAITS:900:585:390:195:1900:2900]
	[APPLY_CREATURE_VARIATION:STANDARD_SWIMMING_GAITS:4122:3330:2541:975:5411:7233]
	[APPLY_CREATURE_VARIATION:STANDARD_CRAWLING_GAITS:7780:7508:7254:2925:8478:9233]
	[APPLY_CREATURE_VARIATION:STANDARD_CLIMBING_GAITS:4122:3330:2541:975:5411:7233]
	[SOUND:PEACEFUL_INTERMITTENT:57:10000:VOCALIZATION:cackle "Gwau gwau gwau!":cackles "Gwau gwau gwau!":a cackle like "Gwau gwau gwau!"]
	[SOUND:ALERT:114:1000:VOCALIZATION:cackle "Gwau gwau gwau!":cackles "Gwau gwau gwau!":a cackle like "Gwau gwau gwau!"]
	[NATURAL_SKILL:AXE:4]
	[NATURAL_SKILL:BITE:4]
	[NATURAL_SKILL:DAGGER:4]
	[NATURAL_SKILL:GRASP_STRIKE:4]
	[NATURAL_SKILL:HAMMER:4]
	[NATURAL_SKILL:MACE:4]
	[NATURAL_SKILL:PIKE:4]
	[NATURAL_SKILL:SPEAR:4]
	[NATURAL_SKILL:STANCE_STRIKE:4]
	[NATURAL_SKILL:SWORD:4]
	[NATURAL_SKILL:WHIP:4]
	[HABIT_NUM:TEST_ALL]
	[HABIT:COLLECT_TROPHIES:50]
	[HABIT:COOK_BLOOD:50]
	[HABIT:COOK_PEOPLE:50]
	[HABIT:COOK_VERMIN:50]
	[HABIT:EAT_BONE_PORRIDGE:50]
	[HABIT:GRIND_BONE_MEAL:50]
	[HABIT:GRIND_VERMIN:50]
	[HABIT:USE_ANY_MELEE_WEAPON:50]
	[TRAPAVOID]
	[WEBIMMUNE]
	[GENERAL_CHILD_NAME:child of the ciriko of blocks:children of the ciriko of blocks]
	[HOMEOTHERM:10068]
	[ALL_ACTIVE]
	[PREFSTRING:blocks]
	[SELECT_CASTE:FEMALE]
	[BODY_SIZE:0:0:32600]
	[BODY_SIZE:1:0:65200]
	[BODY_SIZE:12:0:163000]
	[SELECT_CASTE:ALL]
	[SELECT_CASTE:MALE]
	[BODY_SIZE:0:0:107580]
	[SELECT_CASTE:ALL]
	[CREATURE_CLASS:ALL_CREATURES] [BODY:HUMANOID_NECK:5FINGERS:5TOES:MOUTH:GENERIC_TEETH:NOSE:2EYES:2EARS:2LUNGS:HEART:GUTS:TONGUE:ORGANS:THROAT:NECK:SPINE:BRAIN:SKULL:RIBCAGE]
	[BODY_APPEARANCE_MODIFIER:HEIGHT:90:95:98:100:102:105:110]
